smiles	rt
O=C(O)C(O)Cc1ccc(O)cc1	92.66099999999999
CCC(O)C(=O)O	83.964
CCCCCCCCCCCCCCCCC=COCC(O)COP(=O)([O-])OCC[N+](C)(C)C	296.863000002
CCC(C)(O)C(=O)O	97.546999998
CC(C)C(O)C(=O)O	101.128000002
CC(=O)C(C)C(=O)O	96.77099999999999
CCC(C)C(=O)C(=O)O	111.87700000199999
CC(C)CC(=O)C(=O)O	119.42899999800001
CCCC(=O)C(=O)O	97.141999998
CC(O)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C	259.815
CC(O)C(C)C(=O)O	90.649999998
CC(C)(O)CC(=O)O	86.46000000000001
O=C(O)CCc1ccc(O)c(O)c1	101.14300000200001
OCC(O)c1ccc(O)c(O)c1	60.925000002
Nc1ccc(OS(=O)(=O)O)cc1	38.46
CC(C)(O)C(=O)O	83.763
CC(C)C(=O)C(=O)O	86.785000002
CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC(=O)O	291.373000002
CC(CO)C(=O)O	83.775
[C-]#[S+]	191.30500000199999
CC(O)C1N=C(O)C2CCCN2C1=O	82.048999998
CC(C)C1N=C(O)C2CCCN2C1=O	104.146999998
CS(=O)CCC(N)C(=O)O	35.741500001999995
O=C(O)CCCO	64.378000002
CC(C)CC(N)C(=O)O	76.786999998
CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C	255.252
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C	241.18200000000002
CCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC(=O)O	279.80800000199997
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC	336.9855
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC(=O)O	271.281499998
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC=O	279.505999998
CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	81.12499999799999
Cc1ncc(C[n+]2csc(CCOP(=O)([O-])O)c2C)c(=N)[nH]1	35.707999998
CCC(C)C1N=C(O)C(C)N=C1O	107.853
CC(C)CC1N=C(O)C(C)N=C1O	111.582
CC(C)CC1N=C(O)CN=C1O	105.082000002
CCC(C)C1N=C(O)C(C(C)C)N=C1O	138.723
CC(=O)CCC(=O)O	83.467999998
CC(C)C(N=C(O)C1CCC(O)=N1)C(=O)O	94.458
CC(C)C(N)C(O)=NC(CCC(=O)O)C(=O)O	54.363499997999995
COc1ccc(O)c(C(=O)O)c1	144.79099999800002
CC(O)CC(=O)O	106.819999998
NC(CCC(=O)O)C(=O)O	34.636000002
CCC(C)C(N=C(O)C(N)CC(=O)O)C(=O)O	35.998000002
CC(C)CC(N=C(O)C(N)CC(=O)O)C(=O)O	36.016000002
CCC(C)C(N=C(O)CC(N)C(=O)O)C(=O)O	36.004000002
CC(C)CC(N=C(O)CC(N)C(=O)O)C(=O)O	35.986999998
O=C(O)CCC1N=C(O)C(CC(=O)O)N=C1O	53.013
CCC(C)C1N=C(O)C(CC(=O)O)N=C1O	99.04099999799999
CC(C)CC1N=C(O)C(CC(=O)O)N=C1O	100.522000002
CCC(C)C1N=C(O)C(CCC(=O)O)N=C1O	102.784999998
CC(C)C1N=C(O)C(CCC(=O)O)N=C1O	89.902999998
CC(C)C1N=C(O)C(Cc2ccccc2)N=C1O	143.260000002
CC(C)C(N=C(O)C(N)CCC(=O)O)C(=O)O	79.318999998
CCC(C)C(N)C(O)=NC(CC(=O)O)C(=O)O	35.998000002
